step,split,total,mse,l2,entropy,mag,canon,noncanon,canon_usage,helix
88,val,0.1357131500503432,0.12388056865308354,0.011832581397259668,0.0,0.0,0.0,0.0,0.0,0.0
89,train,0.12738440903495532,0.1156005015389469,0.011783907496008415,0.0,0.0,0.0,0.0,0.0,0.0
89,val,0.1332717048675681,0.12155865349459613,0.01171305137297196,0.0,0.0,0.0,0.0,0.0,0.0
90,train,0.13098898109893717,0.11909284338691238,0.011896137712024808,0.0,0.0,0.0,0.0,0.0,0.0
90,val,0.13198340578594536,0.1200338276931317,0.011949578092813716,0.0,0.0,0.0,0.0,0.0,0.0
91,train,0.1301472074211274,0.1182465650708094,0.011900642350318005,0.0,0.0,0.0,0.0,0.0,0.0
91,val,0.12717002269831565,0.11532148394979813,0.01184853874851751,0.0,0.0,0.0,0.0,0.0,0.0
92,train,0.12756780266597398,0.11575857557761024,0.011809227088363733,0.0,0.0,0.0,0.0,0.0,0.0
92,val,0.12612833182759944,0.11429389865405244,0.011834433173547008,0.0,0.0,0.0,0.0,0.0,0.0
93,train,0.14101215950283078,0.12915577906350864,0.011856380439322143,0.0,0.0,0.0,0.0,0.0,0.0
93,val,0.12390426516762593,0.11211548351944853,0.011788781648177418,0.0,0.0,0.0,0.0,0.0,0.0
94,train,0.12574518796904063,0.11404346358063444,0.01170172438840617,0.0,0.0,0.0,0.0,0.0,0.0
94,val,0.13569166415710238,0.12397042449678652,0.011721239660315831,0.0,0.0,0.0,0.0,0.0,0.0
95,train,0.13250169415034108,0.1208435232512144,0.011658170899126664,0.0,0.0,0.0,0.0,0.0,0.0
95,val,0.1281020178993174,0.11640203080503411,0.01169998709428321,0.0,0.0,0.0,0.0,0.0,0.0
96,train,0.13085764535250533,0.11926757506403296,0.011590070288472263,0.0,0.0,0.0,0.0,0.0,0.0
96,val,0.13272040015116182,0.12114330742305203,0.011577092728109807,0.0,0.0,0.0,0.0,0.0,0.0
97,train,0.13059304369543498,0.11891544013019453,0.01167760356524037,0.0,0.0,0.0,0.0,0.0,0.0
97,val,0.1429847374031727,0.13129886205030344,0.011685875352869248,0.0,0.0,0.0,0.0,0.0,0.0
98,train,0.12466652193025819,0.11300127264899781,0.011665249281260344,0.0,0.0,0.0,0.0,0.0,0.0
98,val,0.12577440591451106,0.11401822518372975,0.011756180730781284,0.0,0.0,0.0,0.0,0.0,0.0
99,train,0.12504354718240165,0.11328039933714802,0.01176314784525366,0.0,0.0,0.0,0.0,0.0,0.0
99,val,0.12292927116810652,0.11113636786573367,0.011792903302372888,0.0,0.0,0.0,0.0,0.0,0.0
100,train,0.12420388726881733,0.11239889014644328,0.01180499712237405,0.0,0.0,0.0,0.0,0.0,0.0
100,val,0.12894691746082015,0.11712864597404252,0.011818271486777675,0.0,0.0,0.0,0.0,0.0,0.0
